fips,county,bbox
47049,"Fentress County, TN","36.144699,36.536777,-85.4976959,-85.0826869"
47051,"Franklin County, TN","34.9883853,35.362888,-86.3306049,-85.8647689"
47053,"Gibson County, TN","35.7911213,36.2226057,-89.2047469,-88.6925563"
47055,"Giles County, TN","34.9917716,35.454346,-87.2321619,-86.8275759"
47057,"Grainger County, TN","36.080711,36.420815,-83.7328639,-83.2551879"
47059,"Greene County, TN","35.921839,36.419056,-83.1733089,-82.5771259"
47061,"Grundy County, TN","35.215179,35.531597,-85.9137879,-85.4854279"
47063,"Hamblen County, TN","36.081318,36.345222,-83.4687809,-83.0828319"
47065,"Hamilton County, TN","34.9829822,35.4591672,-85.4742433,-84.9426568"
47067,"Hancock County, TN","36.387947,36.598187,-83.4721079,-82.8304329"
47069,"Hardeman County, TN","34.993926,35.433167,-89.1982879,-88.7845839"
47071,"Hardin County, TN","34.995463,35.420647,-88.3805079,-87.9839479"
47073,"Hawkins County, TN","36.242111,36.5940975,-83.2890779,-82.6003339"
47075,"Haywood County, TN","35.397259,35.820267,-89.5020354,-89.0703809"
47077,"Henderson County, TN","35.4161,35.822483,-88.6153559,-88.1789779"
47079,"Henry County, TN","36.120621,36.501506,-88.5299839,-87.9906769"
47081,"Hickman County, TN","35.609135,35.993782,-87.7448499,-87.2022779"
47083,"Houston County, TN","36.17804,36.368107,-87.9807818,-87.5187149"
47085,"Humphreys County, TN","35.803703,36.244637,-88.0252529,-87.5338819"
47087,"Jackson County, TN","34.465919,34.991098,-86.3592299,-85.5835154"
47089,"Jefferson County, TN","35.898724,36.192074,-83.7105559,-83.2346799"
47091,"Johnson County, TN","36.261829,36.6146598,-82.0590819,-81.6468999"
47093,"Knox County, TN","35.7943,36.1858316,-84.2729953,-83.6510769"
47095,"Lake County, TN","36.1846542,36.5030792,-89.7055449,-89.3401109"
47097,"Lauderdale County, TN","35.5356488,35.948723,-89.9588819,-89.3418269"
47099,"Lawrence County, TN","34.9993142,35.458061,-87.6138839,-87.1979899"
47101,"Lewis County, TN","35.397648,35.659401,-87.7198559,-87.2716059"
47103,"Lincoln County, TN","34.990677,35.370625,-86.8366926,-86.3159179"
47105,"Loudon County, TN","35.610554,35.903248,-84.5849989,-84.1333309"
47107,"McMinn County, TN","35.237865,35.644951,-84.8599619,-84.4010999"
47109,"McNairy County, TN","34.995252,35.386341,-88.7866119,-88.3637919"
47111,"Macon County, TN","36.409523,36.6399086,-86.2306439,-85.7876032"
47113,"Madison County, TN","34.476662,34.99207,-86.789595,-86.2583009"
47115,"Marion County, TN","34.9830648,35.319492,-85.8728709,-85.3616939"
47117,"Marshall County, TN","35.252621,35.710838,-86.9598769,-86.5971369"
47119,"Maury County, TN","35.410946,35.850948,-87.3527829,-86.7861939"
47121,"Meigs County, TN","35.2857331,35.753208,-85.0309979,-84.6198349"
47123,"Monroe County, TN","36.614994,36.841614,-85.9770359,-85.4363325"
47125,"Montgomery County, TN","36.313435,36.642414,-87.6422788,-87.1149759"
47127,"Moore County, TN","35.122761,35.412632,-86.5311049,-86.2434619"
47129,"Morgan County, TN","35.907455,36.376568,-84.9126128,-84.3432323"
47131,"Obion County, TN","36.200962,36.507147,-89.4857638,-88.8137659"
47133,"Overton County, TN","36.13308,36.581417,-85.1224669,-84.6595309"
47135,"Perry County, TN","35.4230879,35.841404,-88.0432049,-87.6501159"
47137,"Pickett County, TN","36.409584,36.6264296,-85.2852709,-84.7322309"
47139,"Polk County, TN","34.9877983,35.285751,-84.7760535,-84.2922901"
47141,"Putnam County, TN","35.978241,36.306393,-85.8074649,-85.1021799"
47143,"Rhea County, TN","35.409178,35.82523,-85.1465069,-84.7114718"
47145,"Roane County, TN","35.644539,36.0486814,-84.7888949,-84.2628169"
47147,"Robertson County, TN","36.351437,36.652486,-87.1399689,-86.5641429"
47149,"Rutherford County, TN","35.620083,36.10061,-86.7002179,-86.1453779"
47151,"Scott County, TN","36.1629934,36.603372,-84.7853409,-84.2497019"
47153,"Sequatchie County, TN","35.147336,35.567623,-85.6010059,-85.2259084"
47155,"Sevier County, TN","35.562684,36.043266,-83.7945249,-83.2542302"
47157,"Shelby County, TN","34.994188,35.409626,-90.3102979,-89.6330109"
47159,"Smith County, TN","36.083073,36.426073,-86.1368029,-85.7821119"
47161,"Stewart County, TN","36.328651,36.678118,-88.0705319,-87.5925219"
47163,"Sullivan County, TN","36.394619,36.616213,-82.7009429,-81.8266794"
47165,"Sumner County, TN","36.2451048,36.652445,-86.7467499,-86.2072344"
47167,"Tipton County, TN","35.3605353,35.6524221,-90.1792649,-89.4683198"
47169,"Trousdale County, TN","36.294086,36.489159,-86.2853719,-85.9710629"
47171,"Unicoi County, TN","35.953901,36.260529,-82.6150619,-82.2220519"
47173,"Union County, TN","36.164547,36.435699,-84.0124363,-83.6680369"
47175,"Van Buren County, TN","35.532803,35.82288,-85.6139759,-85.2539599"
47177,"Warren County, TN","35.513523,35.854721,-85.9909289,-85.5580519"
47179,"Washington County, TN","36.09705,36.44479,-82.7027819,-82.3001329"
47181,"Wayne County, TN","35.003523,35.494019,-88.0248021,-87.5751799"
47183,"Weakley County, TN","36.06177,36.5029833,-88.9598111,-88.5164269"
47185,"White County, TN","35.768158,36.083431,-85.6828459,-85.2111049"
47187,"Williamson County, TN","35.70631,36.052722,-87.2150339,-86.5995179"
47189,"Wilson County, TN","35.956413,36.357845,-86.5950059,-86.0141979"
48001,"Anderson County, TX","31.503669,32.0844806,-96.064804,-95.2588799"
48003,"Andrews County, TX","32.086848,32.5233719,-103.064742,-102.2110925"
48005,"Angelina County, TX","31.026151,31.5268089,-95.0055023,-94.1295326"
48007,"Aransas County, TX","27.7460055,28.3279581,-97.2578349,-96.7329694"
48009,"Archer County, TX","33.394646,33.835701,-98.9541469,-98.4225079"
48011,"Armstrong County, TX","34.747612,35.18264,-101.6266399,-101.0861659"
48013,"Atascosa County, TX","28.611662,29.2512764,-98.805094,-98.0990068"
48015,"Austin County, TX","29.7806269,29.7807269,-96.1572374,-96.1571374"
48017,"Bailey County, TX","33.8237638,34.310848,-103.0473552,-102.6139529"
48019,"Bandera County, TX","29.553268,29.906763,-99.6033329,-98.7789754"
48021,"Bastrop County, TX","29.784897,30.4189284,-97.6526258,-97.0273509"
48023,"Baylor County, TX","33.396164,33.833691,-99.4756688,-98.9532699"
48025,"Bee County, TX","28.12558,28.718912,-98.0894548,-97.3742068"
48027,"Bell County, TX","30.7531961,31.322445,-97.9109789,-97.0711819"
48029,"Bexar County, TX","29.1142824,29.7607287,-98.8064881,-98.1169494"
48031,"Blanco County, TX","29.9375959,30.498877,-98.5896149,-98.1255648"
48033,"Borden County, TX","32.5252258,32.962734,-101.6915128,-101.1737748"
48035,"Bosque County, TX","31.587223,32.206295,-98.0054549,-97.2772748"
48037,"Bowie County, TX","33.243176,33.7381894,-94.7465721,-94.0428688"
48039,"Brazoria County, TX","28.8100567,29.599104,-95.8721239,-95.0564989"
48041,"Brazos County, TX","30.3306547,30.9738094,-96.6037219,-96.0822679"
48043,"Brewster County, TX","28.97153,30.663689,-103.8004229,-102.3204977"
48045,"Briscoe County, TX","34.311901,34.748405,-101.4722289,-100.9429629"
48047,"Brooks County, TX","26.783312,27.267035,-98.5350109,-97.9844279"
48049,"Brown County, TX","31.449028,32.083843,-99.2029769,-98.6710209"
48051,"Burleson County, TX","30.296368,30.730692,-96.9655839,-96.2776109"
48053,"Burnet County, TX","30.42572,31.0383489,-98.4602969,-97.8285438"
48055,"Caldwell County, TX","29.6311497,30.0713795,-97.8992066,-97.3173449"
48057,"Calhoun County, TX","28.0477524,28.722437,-96.9299619,-96.3232729"
48059,"Callahan County, TX","32.083706,32.515697,-99.6337359,-99.1141588"
48061,"Cameron County, TX","25.83706,26.4142272,-97.8653672,-97.0765209"
48063,"Camp County, TX","32.905689,33.077084,-95.1526028,-94.7245788"
48065,"Carson County, TX","35.182362,35.6202078,-101.6243549,-101.0859312"
48067,"Cass County, TX","32.879115,33.310791,-94.6602629,-94.0427188"
48069,"Castro County, TX","34.309608,34.747917,-102.5268779,-101.9958948"
48071,"Chambers County, TX","29.524617,29.888842,-94.9825075,-94.3540146"
48073,"Cherokee County, TX","31.4258707,32.13755,-95.4609909,-94.8658814"
48075,"Childress County, TX","34.312023,34.747379,-100.4186939,-99.9985437"
48077,"Clay County, TX","33.465168,34.155785,-98.4231719,-97.9487379"
48079,"Cochran County, TX","33.3883211,33.825157,-103.056612,-102.5948483"
48081,"Coke County, TX","31.69199,32.0856444,-100.8253559,-100.2344439"
48083,"Coleman County, TX","31.413605,32.084278,-99.7236709,-99.1978839"
48085,"Collin County, TX","32.982384,33.406002,-96.8461989,-96.2961499"
48087,"Collingsworth County, TX","34.745831,35.183693,-100.5396418,-100.0002924"
48089,"Colorado County, TX","29.246952,29.956831,-96.8734278,-96.1750489"
48091,"Comal County, TX","29.5977863,30.0383845,-98.6461894,-97.999604"
48093,"Comanche County, TX","31.685812,32.259331,-98.9253688,-98.1586609"
48095,"Concho County, TX","31.086908,31.580393,-100.1153558,-99.6047359"
48097,"Cooke County, TX","33.417183,33.955215,-97.4825438,-96.9446789"
48099,"Coryell County, TX","31.0684613,31.709974,-98.17547,-97.4213639"
48101,"Cottle County, TX","33.834976,34.314983,-100.5206148,-99.9987109"
48103,"Crane County, TX","31.084845,31.6515535,-102.7724458,-102.2874669"
48105,"Crockett County, TX","30.287849,31.086203,-102.3762658,-100.9503248"
48107,"Crosby County, TX","33.393974,33.834175,-101.5655289,-101.0405579"
48109,"Culberson County, TX","30.664709,32.000496,-104.9190289,-104.0266618"
48111,"Dallam County, TX","36.0528659,36.5004529,-103.0416534,-102.1583737"
48113,"Dallas County, TX","32.545444,32.990223,-97.0377119,-96.5185389"
48115,"Dawson County, TX","32.5231401,32.961067,-102.2039488,-101.6886677"
48117,"Deaf Smith County, TX","34.746136,35.1833805,-103.0427953,-102.1675949"
48119,"Delta County, TX","33.217552,33.49387,-95.8643189,-95.3089749"
48121,"Denton County, TX","32.984306,33.430748,-97.3954389,-96.8349379"
48123,"DeWitt County, TX","28.8176649,29.381735,-97.7549508,-96.9777219"
48125,"Dickens County, TX","33.396206,33.834976,-101.0425259,-100.5193629"
48127,"Dimmit County, TX","28.197189,28.641676,-100.1118239,-99.3900908"
48129,"Donley County, TX","34.74659,35.183693,-101.0873109,-100.5387729"
48131,"Duval County, TX","27.264389,28.060671,-98.8024668,-98.2337879"
48133,"Eastland County, TX","32.08112,32.517548,-99.1183929,-98.4772568"
48135,"Ector County, TX","31.65129,32.0870197,-102.7994346,-102.2869116"
48137,"Edwards County, TX","29.623606,30.289722,-100.7004748,-99.7575759"
48139,"Ellis County, TX","32.054329,32.550636,-97.0899428,-96.3843078"
48141,"El Paso County, TX","31.3885103,32.002533,-106.6456459,-105.9495469"
48143,"Erath County, TX","31.913294,32.51717,-98.5555039,-97.8629989"
48145,"Falls County, TX","30.988037,31.519159,-97.2781219,-96.5948178"
48147,"Fannin County, TX","33.339397,33.886119,-96.3835449,-95.8434711"
48149,"Fayette County, TX","29.629189,30.162485,-97.3173449,-96.5691219"
48151,"Fisher County, TX","32.521336,32.963461,-100.6642989,-100.1422419"
48153,"Floyd County, TX","33.829655,34.312717,-101.5643768,-101.0422668"
48155,"Foard County, TX","33.7338871,34.2417719,-100.0484576,-99.4744603"
48157,"Fort Bend County, TX","29.261299,29.7893474,-96.0919338,-95.4263768"
48159,"Franklin County, TX","32.96442,33.387524,-95.3104779,-95.1245349"
48161,"Freestone County, TX","31.411516,32.0125957,-96.4997629,-95.7795661"
48163,"Frio County, TX","28.641676,29.0912456,-99.4137269,-98.8034519"
48165,"Gaines County, TX","32.5229343,32.960983,-103.0649158,-102.2026235"
48167,"Galveston County, TX","29.067156,29.601908,-95.2330809,-94.372598"
48169,"Garza County, TX","32.961021,33.396206,-101.5595549,-101.0382882"
48171,"Gillespie County, TX","30.1362426,30.500256,-99.3032506,-98.5855259"
48173,"Glasscock County, TX","31.6513202,32.089649,-101.7760878,-101.2626038"
48175,"Goliad County, TX","28.387709,28.924053,-97.7752856,-97.1516269"
48177,"Gonzales County, TX","29.109547,29.784897,-97.8574285,-97.1288528"
48179,"Gray County, TX","35.182449,35.620766,-101.0861659,-100.5387729"
48181,"Grayson County, TX","33.399479,33.95945,-96.9451069,-96.3772493"
48183,"Gregg County, TX","32.362396,32.662601,-94.9895019,-94.5736308"
48185,"Grimes County, TX","30.2251756,30.8640583,-96.1878218,-95.804142"
48187,"Guadalupe County, TX","29.369345,29.8582073,-98.3121625,-97.631672"
48189,"Hale County, TX","33.823685,34.31242,-102.0908808,-101.5640948"
48191,"Hall County, TX","34.313168,34.747784,-100.9471588,-100.4154509"
48193,"Hamilton County, TX","31.417299,32.016151,-98.4640809,-97.7663649"
48195,"Hansford County, TX","36.054722,36.4995138,-101.6261829,-101.0826869"
48197,"Hardeman County, TX","34.0575091,34.579273,-99.9987508,-99.4746105"
48199,"Hardin County, TX","30.100716,30.527727,-94.7394098,-94.0691149"
48201,"Harris County, TX","29.497339,30.1707336,-95.9643215,-94.9084643"
48203,"Harrison County, TX","32.326927,32.79298,-94.7020109,-94.042961"
48205,"Hartley County, TX","35.6218747,36.056118,-103.0421858,-102.1583737"
48207,"Haskell County, TX","32.956921,33.3989459,-99.9949038,-99.4722438"
48209,"Hays County, TX","29.7524388,30.3562174,-98.2975398,-97.7087173"
48211,"Hemphill County, TX","35.619115,36.057678,-100.5438539,-100.0003429"
48213,"Henderson County, TX","32.0058599,32.360138,-96.4518739,-95.4283739"
48215,"Hidalgo County, TX","26.03634,26.783754,-98.5905509,-97.8611549"
48217,"Hill County, TX","31.71142,32.26889,-97.4944308,-96.7184449"
48219,"Hockley County, TX","33.3883211,33.825157,-102.6154946,-102.0773928"
48221,"Hood County, TX","32.233036,32.555542,-98.0674899,-97.6138229"
48223,"Hopkins County, TX","32.96273,33.377449,-95.8673249,-95.3089749"
48225,"Houston County, TX","30.9258194,31.5928051,-95.7775958,-94.9579322"
48227,"Howard County, TX","32.088093,32.52718,-101.6941678,-101.1739039"
48229,"Hudspeth County, TX","30.62968,32.0023509,-105.9988981,-104.9021609"
48231,"Hunt County, TX","32.839649,33.4090274,-96.3018649,-95.8581764"
48233,"Hutchinson County, TX","35.6190774,36.056721,-101.6245119,-101.0827559"
48235,"Irion County, TX","31.079411,31.526743,-101.2721939,-100.6888279"
48237,"Jack County, TX","33.001122,33.465977,-98.4269869,-97.9204409"
48239,"Jackson County, TX","28.672375,29.264547,-96.9388579,-96.3098299"
48241,"Jasper County, TX","30.243078,31.156942,-94.4601914,-93.8653029"
48243,"Jeff Davis County, TX","30.412079,31.1048292,-104.9802099,-103.4426269"
48245,"Jefferson County, TX","29.5615159,30.189465,-94.4425889,-93.8328307"
48247,"Jim Hogg County, TX","26.783432,27.360992,-98.9579089,-98.4168849"
48249,"Jim Wells County, TX","27.26269,28.060671,-98.2338639,-97.7924419"
48251,"Johnson County, TX","32.135132,32.553333,-97.6154939,-97.0882719"
48253,"Jones County, TX","32.5145792,32.958954,-100.1466368,-99.6138459"
48255,"Karnes County, TX","28.6678543,29.2241182,-98.1891574,-97.5701675"
48257,"Kaufman County, TX","32.357269,32.84306,-96.5323259,-96.0751418"
48259,"Kendall County, TX","29.7162876,30.137501,-98.9216922,-98.4139927"
48261,"Kenedy County, TX","26.598495,27.284893,-97.9867248,-97.2260255"
48263,"Kent County, TX","32.9623996,33.396557,-101.0405579,-100.5192179"
48265,"Kerr County, TX","29.7814041,30.288948,-99.7576679,-98.9176928"
48267,"Kimble County, TX","30.287035,30.711334,-100.1183089,-99.3019559"
48269,"King County, TX","33.396557,33.8361119,-100.5206148,-99.991024"
48271,"Kinney County, TX","29.0833968,29.62364,-100.7969599,-100.1110529"
48273,"Kleberg County, TX","27.212412,27.638176,-98.0588679,-97.1934002"
48275,"Knox County, TX","33.3973463,33.835996,-99.996418,-99.4725784"
48277,"Lamar County, TX","33.377449,33.9434983,-95.8596568,-95.3089749"
48279,"Lamb County, TX","33.823685,34.31144,-102.6154946,-102.0867159"
48281,"Lampasas County, TX","31.0274311,31.4640859,-98.5678018,-97.9065651"
48283,"La Salle County, TX","28.030329,28.644991,-99.3931118,-98.8024668"
48285,"Lavaca County, TX","29.062698,29.632362,-97.2350918,-96.5608058"
48287,"Lee County, TX","30.03562,30.556303,-97.3345479,-96.6496888"
48289,"Leon County, TX","30.9738094,31.6541335,-96.3331378,-95.6552888"
48291,"Liberty County, TX","29.8859415,30.492918,-95.165767,-94.4419939"
48293,"Limestone County, TX","31.223507,31.81945,-96.9328839,-96.2332609"
48295,"Lipscomb County, TX","36.0539609,36.499702,-100.5464629,-100.0003429"
48297,"Live Oak County, TX","28.059513,28.788219,-98.3363039,-97.8083569"
48299,"Llano County, TX","30.489298,30.923946,-98.9646989,-98.3540499"
48301,"Loving County, TX","31.651299,32.000554,-103.9818798,-103.3265194"
48303,"Lubbock County, TX","33.389412,33.829655,-102.0867159,-101.5595549"
48305,"Lynn County, TX","32.959713,33.393974,-102.0781709,-101.5574309"
48307,"McCulloch County, TX","30.938719,31.494308,-99.6053009,-99.0923768"
48309,"McLennan County, TX","31.243355,31.862137,-97.6048278,-96.7999648"
48311,"McMullen County, TX","28.057091,28.644991,-98.8034519,-98.3342509"
48313,"Madison County, TX","30.8264044,31.0944138,-96.2409349,-95.6128451"
48315,"Marion County, TX","32.687893,32.882481,-94.7082439,-94.0429632"
48317,"Martin County, TX","32.086764,32.5252258,-102.2111496,-101.6886677"
48319,"Mason County, TX","30.499434,30.941187,-99.4907459,-98.9598619"
48321,"Matagorda County, TX","28.3693397,29.229151,-96.3979907,-95.5024313"
48323,"Maverick County, TX","28.198971,29.084448,-100.6669744,-100.1107249"
48325,"Medina County, TX","29.0903025,29.6968228,-99.4137269,-98.8045978"
48327,"Menard County, TX","30.710663,31.087179,-100.1167909,-99.4837419"
48329,"Midland County, TX","31.65129,32.0869893,-102.2874669,-101.7758033"
48331,"Milam County, TX","30.4571853,31.114334,-97.3175688,-96.6138148"
48333,"Mills County, TX","31.232496,31.72455,-98.9941409,-98.2622599"
48335,"Mitchell County, TX","32.08511,32.52718,-101.1775889,-100.6642989"
48337,"Montague County, TX","33.430477,33.990124,-97.9802399,-97.4820019"
48339,"Montgomery County, TX","30.0261848,30.6304191,-95.8301578,-95.0966487"
48341,"Moore County, TX","35.619709,36.055889,-102.1629158,-101.6239469"
48343,"Morris County, TX","32.882275,33.376949,-94.8208238,-94.6540759"
48345,"Motley County, TX","33.834175,34.314983,-101.0425259,-100.5121539"
48347,"Nacogdoches County, TX","31.2225491,31.846376,-94.9793009,-94.3049318"
48349,"Navarro County, TX","31.800522,32.329269,-96.8984069,-96.0532909"
48351,"Newton County, TX","30.2419075,31.186731,-93.9192048,-93.5087428"
48353,"Nolan County, TX","32.082035,32.525864,-100.6681139,-100.1466368"
48355,"Nueces County, TX","27.5522464,27.99917,-97.9427109,-97.0279383"
48357,"Ochiltree County, TX","36.056721,36.4997,-101.0907902,-100.5438539"
48359,"Oldham County, TX","35.183147,35.624301,-103.0427748,-102.1629158"
48361,"Orange County, TX","29.864099,30.245201,-94.1188888,-93.6884271"
48363,"Palo Pinto County, TX","32.514088,33.005581,-98.5791019,-98.0566478"
48365,"Panola County, TX","31.971682,32.390686,-94.6023249,-94.0172498"
48367,"Parker County, TX","32.553261,33.002613,-98.0670319,-97.5436249"
48369,"Parmer County, TX","34.3099762,34.7472194,-103.0439474,-102.5254969"
48371,"Pecos County, TX","30.054338,31.375813,-103.5895459,-101.7646099"
48373,"Polk County, TX","30.490921,31.1464938,-95.1977618,-94.5445329"
48375,"Potter County, TX","35.181755,35.6218747,-102.1675949,-101.6240309"
48377,"Presidio County, TX","29.25841,30.62968,-104.9807499,-103.7924554"
48379,"Rains County, TX","32.711788,32.982136,-95.9759829,-95.6312939"
48381,"Randall County, TX","34.747498,35.183281,-102.1726989,-101.6240309"
48383,"Reagan County, TX","31.07938,31.652231,-101.7758033,-101.2654269"
48385,"Real County, TX","29.623661,30.080896,-100.0624539,-99.6030729"
48387,"Red River County, TX","33.317646,33.9632254,-95.3111355,-94.7460018"
48389,"Reeves County, TX","30.764212,32.0001736,-104.1023783,-103.0175548"
48391,"Refugio County, TX","28.071127,28.551645,-97.5354609,-96.758687"
48393,"Roberts County, TX","35.6190774,36.059593,-101.0859312,-100.5412978"
48395,"Robertson County, TX","30.695563,31.359259,-96.8307039,-96.2387538"
48397,"Rockwall County, TX","32.815338,32.984734,-96.5210649,-96.2991788"
48399,"Runnels County, TX","31.572351,32.084068,-100.2377549,-99.7180938"
48401,"Rusk County, TX","31.845911,32.406837,-94.9873049,-94.4536819"
48403,"Sabine County, TX","31.133652,31.609217,-94.0489199,-93.5968319"
48405,"San Augustine County, TX","31.0992976,31.652336,-94.4018249,-93.9867549"
48407,"San Jacinto County, TX","30.3194694,30.905956,-95.3590867,-94.8310009"
48409,"San Patricio County, TX","27.808572,28.179138,-97.9058909,-97.0733884"
48411,"San Saba County, TX","30.921085,31.489635,-99.0940928,-98.4157259"
48413,"Schleicher County, TX","30.702782,31.086908,-100.9638439,-100.1135859"
48415,"Scurry County, TX","32.525864,32.9702393,-101.1760029,-100.6558569"
48417,"Shackelford County, TX","32.5145792,32.957489,-99.6262087,-99.0940479"
48419,"Shelby County, TX","31.567701,31.978302,-94.5124969,-93.7951739"
48421,"Sherman County, TX","36.05442,36.5002911,-102.1627402,-101.6235659"
48423,"Smith County, TX","32.135349,32.681477,-95.5926358,-94.9851609"
48425,"Somervell County, TX","32.089237,32.318832,-97.9464039,-97.6138229"
48427,"Starr County, TX","26.23527,26.785048,-99.1719399,-98.3253939"
48429,"Stephens County, TX","32.695786215019,32.695886215019,-98.716266966209,-98.716166966209"
48431,"Sterling County, TX","31.559137,32.089695,-101.2661129,-100.8152999"
48433,"Stonewall County, TX","32.958595,33.3973463,-100.5193629,-99.991024"
48435,"Sutton County, TX","30.2882696,30.711334,-100.9577939,-100.1167909"
48437,"Swisher County, TX","34.309902,34.748405,-101.9963068,-101.4717479"
48439,"Tarrant County, TX","32.550198,32.995007,-97.5480189,-97.0356828"
48441,"Taylor County, TX","32.082035,32.521336,-100.1533969,-99.6262087"
48443,"Terrell County, TX","29.77909,30.657185,-102.5671459,-101.6459728"
48445,"Terry County, TX","32.959599,33.389412,-102.5949629,-102.0773928"
48447,"Throckmorton County, TX","32.956367,33.3989459,-99.4725784,-98.9523089"
48449,"Titus County, TX","32.980793,33.396534,-95.1287689,-94.8183059"
48451,"Tom Green County, TX","31.086576,31.701685,-101.2666319,-100.1135859"
48453,"Travis County, TX","30.022915,30.627918,-98.1731569,-97.3702972"
48455,"Trinity County, TX","30.823889,31.3869625,-95.4346863,-94.8428546"
48457,"Tyler County, TX","30.525665,31.0591733,-94.6575158,-94.0545039"
48459,"Upshur County, TX","32.518906,32.908108,-95.1526028,-94.6745829"
48461,"Upton County, TX","31.079786,31.6516358,-102.3006739,-101.7747879"
48463,"Uvalde County, TX","29.084448,29.625736,-100.1118999,-99.4132079"
48465,"Val Verde County, TX","29.236841,30.290249,-101.7593213,-100.6980509"
48467,"Van Zandt County, TX","32.355156,32.841141,-96.0774769,-95.4468539"
48469,"Victoria County, TX","28.486465,29.103704,-97.3068389,-96.6587218"
48471,"Walker County, TX","30.5044443,31.058062,-95.8628303,-95.3272715"
48473,"Waller County, TX","29.729187,30.2453392,-96.1922839,-95.8033538"
48475,"Ward County, TX","31.270008,31.65189,-103.6091308,-102.7698587"
48477,"Washington County, TX","30.049086,30.3992219,-96.7931589,-96.0821673"
48479,"Webb County, TX","27.25957,28.2001735,-100.2130261,-98.7997439"
48481,"Wharton County, TX","28.963552,29.632519,-96.6378558,-95.8425599"
48483,"Wheeler County, TX","35.1817204,35.620766,-100.5412978,-100.0002924"
48485,"Wichita County, TX","33.833691,34.213463,-98.9532699,-98.4219128"
48487,"Wilbarger County, TX","33.8317164,34.457752,-99.4756688,-98.9523089"
48489,"Willacy County, TX","26.3004619,26.611507,-98.0027158,-97.1588239"
48491,"Williamson County, TX","30.402915,30.910808,-98.0499426,-97.1551596"
48493,"Wilson County, TX","28.8800913,29.4387588,-98.4071817,-97.7291095"
48495,"Winkler County, TX","31.651299,32.0871111,-103.3275529,-102.798407"
48497,"Wise County, TX","32.992176,33.436207,-97.9206158,-97.3840259"
48499,"Wood County, TX","32.540657,33.012302,-95.6636509,-95.1512829"
48501,"Yoakum County, TX","32.959097,33.3903803,-103.0646788,-102.5940779"
48503,"Young County, TX","32.95369,33.396164,-98.9541469,-98.4225079"
48505,"Zapata County, TX","26.5762843,27.303595,-99.4583917,-98.9576338"
48507,"Zavala County, TX","28.638285,29.0912456,-100.1119609,-99.3931118"
49001,"Beaver County, UT","38.147427,38.573318,-114.0504849,-112.3381119"
49003,"Box Elder County, UT","40.9976628,42.001217,-114.0425529,-111.8679784"
49005,"Cache County, UT","41.3682108,41.999518,-112.1639559,-111.3998109"
49007,"Carbon County, UT","39.467178,39.817047,-111.2468869,-109.8740689"
49009,"Daggett County, UT","40.653595,41.000659,-110.0018389,-109.0482604"
49011,"Davis County, UT","40.7690268,41.1527971,-112.4938404,-111.7389236"
49013,"Duchesne County, UT","39.803612,40.834679,-110.9019389,-109.9724579"
49015,"Emery County, UT","38.499187,39.707561,-111.3069989,-109.9877779"
49017,"Garfield County, UT","37.535084,38.155144,-112.6934359,-109.9266589"
49019,"Grand County, UT","38.499187,39.499691,-110.1787799,-109.0507585"
49021,"Iron County, UT","37.474445,38.151016,-114.0539319,-112.4695969"
49023,"Juab County, UT","39.313183,40.011181,-114.0477829,-111.5829999"
49025,"Kane County, UT","36.999961,37.544891,-112.9059069,-110.6392671"
49027,"Millard County, UT","38.569981,39.553242,-114.0501539,-112.0155719"
49029,"Morgan County, UT","40.7801028,41.3783048,-111.8766027,-111.2197544"
49031,"Piute County, UT","38.146545,38.511395,-112.5204319,-111.7658389"
49033,"Rich County, UT","41.143799,42.0013862,-111.5102054,-111.0457753"
49035,"Salt Lake County, UT","40.414864,40.9218791,-112.2601835,-111.5496899"
49037,"San Juan County, UT","36.997968,38.5000234,-111.4129215,-109.0410727"
49039,"Sanpete County, UT","39.032375,39.81546,-112.0168149,-111.2463299"
49041,"Sevier County, UT","38.500523,39.046474,-112.5212939,-111.2966999"
49043,"Summit County, UT","40.550774,41.253761,-111.6469729,-109.9999159"
49045,"Tooele County, UT","39.903576,41.0761618,-114.0483779,-112.1452029"
49047,"Uintah County, UT","39.461098,40.858509,-110.0448989,-109.0480341"
49049,"Utah County, UT","39.777355,40.578857,-112.2128299,-110.8558579"
49051,"Wasatch County, UT","39.901154,40.690094,-111.6165239,-110.8881149"
49053,"Washington County, UT","36.999961,37.619034,-114.0539319,-112.9022669"
49055,"Wayne County, UT","38.149227,38.5099744,-111.8486249,-109.8843769"
49057,"Weber County, UT","41.0761618,41.4339285,-112.4938404,-111.4204307"
50001,"Addison County, VT","43.7531289,44.302567,-73.4377399,-72.7418368"
50003,"Bennington County, VT","42.7391605,43.314675,-73.2909439,-72.8193443"
50005,"Caledonia County, VT","44.1570196,44.768944,-72.4348678,-71.8378518"
50007,"Chittenden County, VT","44.16153,44.722954,-73.3614295,-72.8037638"
50009,"Essex County, VT","44.3476955,45.0136216,-71.9747918,-71.4653565"
50011,"Franklin County, VT","44.63303,45.016665,-73.2589338,-72.5330198"
50013,"Grand Isle County, VT","44.5634897,45.0134104,-73.3902309,-73.1921158"
50015,"Lamoille County, VT","44.397861,44.801548,-72.9276198,-72.3680948"
50017,"Orange County, VT","43.7709495,44.221073,-72.7917558,-72.0306501"
50019,"Orleans County, VT","44.54274,45.0088297,-72.5786508,-71.8744041"
